name,birthyear,language,lat,lng,gender,interests
Claudia Hunter,1932,French,46.18396,6.10237,f,swim
Jessica Pearson,1942,French,46.18396,6.10237,f,knitting
Vanessa Joseph,1932,German,47.30997,8.52462,f,gardening;knitting
Karen Cole,1929,German,47.30997,8.52462,f,cats;dogs
Sheri Thompson,1933,French,46.18396,6.10237,f,dogs;swim
Matthew Stevens,1946,French,46.18396,6.10237,m,castles
Alex Brown,1934,French,47.30997,8.52462,m,swim
Charles Clark,1942,German,46.18396,6.10237,m,knitting
Jeffrey Owens,1943,French,46.18396,6.10237,m,swim
Logan Chavez,1938,French,47.30997,8.52462,m,swim
Marcus Burns,1928,French,46.18396,6.10237,m,swim
Cheryl Anderson,1930,German,47.30997,8.52462,f,dogs
Maria Johnson,1933,French,47.30997,8.52462,f,knitting;swim
Jennifer Roman,1950,French,46.18396,6.10237,f,gardening
Maureen Peters,1946,French,47.30997,8.52462,f,castles;gardening
David Miller,1932,French,47.30997,8.52462,m,dogs;swim
Lauren Rivera,1946,French,46.18396,6.10237,f,castles
Michael Robinson,1944,French,47.30997,8.52462,m,gardening;swim
Dustin Rodriguez,1948,German,47.30997,8.52462,m,gardening
Jennifer Holmes,1949,French,47.30997,8.52462,f,knitting;swim
Debbie Hawkins,1932,French,47.30997,8.52462,f,knitting
Tammy Arias,1949,German,46.18396,6.10237,f,jazz;swim
Julia Hardy,1936,German,46.18396,6.10237,f,jazz;castles
Randy Ho,1936,French,46.18396,6.10237,m,swim
Thomas Johnson,1937,German,46.18396,6.10237,m,knitting
Robert Davis,1952,German,47.30997,8.52462,m,knitting
Jeffrey Figueroa,1950,French,47.30997,8.52462,m,jazz;gardening
Taylor Miles,1952,German,46.18396,6.10237,f,children
Elizabeth Smith,1935,French,46.18396,6.10237,f,gardening
Cindy Mccoy,1943,German,47.30997,8.52462,f,swim
Sherry Nguyen,1938,French,46.18396,6.10237,f,dogs;gardening
Courtney Lloyd,1929,German,46.18396,6.10237,f,cats
Eric Reynolds,1951,German,46.18396,6.10237,m,swim
Carrie Russell,1942,French,46.18396,6.10237,f,castles;knitting;swim
Donna Landry,1937,French,46.18396,6.10237,f,gardening;swim
Andrew West,1942,French,47.30997,8.52462,m,gardening
Alison Rose,1934,French,46.18396,6.10237,f,knitting;swim
Brian Christian,1931,French,47.30997,8.52462,m,jazz
Erin Jones,1935,German,47.30997,8.52462,f,jazz;gardening
Darrell Miller,1948,French,47.30997,8.52462,m,castles;gardening
Terry Rhodes,1933,French,47.30997,8.52462,m,jazz;gardening
Rebecca Williamson,1941,German,47.30997,8.52462,f,dogs;children;swim
Theresa Graves,1942,German,47.30997,8.52462,f,children;gardening
James Manning,1945,French,47.30997,8.52462,m,jazz
Michael Middleton,1932,French,46.18396,6.10237,m,castles
Amber Stevenson,1935,French,47.30997,8.52462,f,dogs;swim
Christina Robinson,1949,French,46.18396,6.10237,f,castles;knitting
Sean Jacobson,1929,German,47.30997,8.52462,m,knitting
Crystal Anderson,1936,German,47.30997,8.52462,f,cats;knitting
Michael Hayden,1945,French,47.30997,8.52462,m,cats;swim
Lisa Allen,1928,German,46.18396,6.10237,f,cats;swim
Shelley Oliver,1928,German,47.30997,8.52462,f,children;castles
Michael Cox,1940,French,47.30997,8.52462,m,dogs;children;gardening;swim
Dustin Pierce,1931,French,47.30997,8.52462,m,dogs;jazz;castles
Jennifer Harris,1943,German,47.30997,8.52462,f,castles
James Perry,1933,German,46.18396,6.10237,m,cats;children
Jorge Padilla,1938,French,46.18396,6.10237,m,dogs;jazz;castles;knitting
Nancy Williams,1928,French,46.18396,6.10237,f,jazz
Robert Perez,1940,French,46.18396,6.10237,m,swim
Joe Patrick,1929,German,47.30997,8.52462,m,swim
Christine Freeman,1931,German,46.18396,6.10237,f,swim
John Jones,1932,German,46.18396,6.10237,m,castles
Norman Middleton,1949,German,47.30997,8.52462,m,castles;gardening;knitting
Abigail Gomez,1951,German,46.18396,6.10237,f,castles;swim
Teresa Atkins,1951,French,46.18396,6.10237,f,knitting
David Clark,1936,German,46.18396,6.10237,m,children
Hannah Arroyo,1933,German,46.18396,6.10237,f,dogs;castles
Jacqueline White,1945,German,46.18396,6.10237,f,castles;swim
Teresa Roberts,1941,French,47.30997,8.52462,f,dogs;children;swim
Darrell Sullivan,1950,French,47.30997,8.52462,m,jazz
Eric Jimenez,1932,French,46.18396,6.10237,m,castles
Dorothy Landry,1948,French,47.30997,8.52462,f,dogs;children;swim
Claire Campbell,1933,French,46.18396,6.10237,f,jazz
Paul Parker,1948,French,47.30997,8.52462,m,cats;dogs;swim
Christopher Dennis,1930,German,46.18396,6.10237,m,castles
David Morrison,1950,French,47.30997,8.52462,m,castles
Stacey Mata,1934,French,46.18396,6.10237,f,castles
Amanda Gill,1953,French,46.18396,6.10237,f,jazz;knitting;swim
Daniel Miller,1949,French,46.18396,6.10237,m,swim
Renee Shelton,1943,French,47.30997,8.52462,f,castles
Matthew Baker,1945,German,47.30997,8.52462,m,dogs;swim
Patricia Jordan,1933,French,46.18396,6.10237,f,cats;knitting;swim
Aaron Adams,1945,German,46.18396,6.10237,m,swim
Robert Green,1930,French,47.30997,8.52462,m,gardening
Amber Li,1938,French,46.18396,6.10237,f,dogs
Miss Sierra Mcdonald,1930,French,47.30997,8.52462,f,gardening
Jason Brown,1950,German,47.30997,8.52462,m,children;gardening
Jason Perez,1940,German,46.18396,6.10237,m,gardening
Joseph Lambert,1944,French,46.18396,6.10237,m,cats
Gregory Schultz,1937,French,46.18396,6.10237,m,jazz
Anne Johnson,1938,German,46.18396,6.10237,f,children
Kari Strong,1942,German,47.30997,8.52462,f,gardening
Steven Watts,1938,German,46.18396,6.10237,m,gardening
Mr. William Howard,1929,German,47.30997,8.52462,m,gardening;knitting
Jacob Sloan,1942,German,46.18396,6.10237,m,cats;castles;swim
Gail Frazier,1941,French,46.18396,6.10237,f,dogs;gardening;swim
Matthew Weaver,1930,German,46.18396,6.10237,m,gardening
Jonathan Roman,1936,French,46.18396,6.10237,m,children;jazz;swim
Randy Davenport,1948,German,47.30997,8.52462,m,castles;gardening
Jimmy Haynes,1947,German,46.18396,6.10237,m,gardening
Michael Murphy,1932,French,47.30997,8.52462,m,castles
Sean Fisher,1948,French,46.18396,6.10237,m,jazz;castles
Rachel Marquez,1939,French,46.18396,6.10237,f,children;gardening;knitting
Michael Werner,1940,German,47.30997,8.52462,m,gardening
Dustin Bowers,1952,German,46.18396,6.10237,m,gardening
Dr. Regina Cunningham,1951,German,47.30997,8.52462,f,swim
Ryan Sims,1931,German,47.30997,8.52462,m,jazz;castles
Justin Bridges,1935,French,46.18396,6.10237,m,gardening
Christopher Butler,1930,German,47.30997,8.52462,m,gardening
Tammie Howard,1949,German,46.18396,6.10237,f,castles
Rachel Solis,1942,German,46.18396,6.10237,f,swim
David Brewer,1928,French,47.30997,8.52462,m,cats;children
Carolyn Gomez,1929,French,46.18396,6.10237,f,children;swim
Aaron Moore,1931,French,47.30997,8.52462,m,dogs
Mark Walker,1930,German,46.18396,6.10237,m,children;jazz;gardening;swim
Justin Berger,1947,French,47.30997,8.52462,m,children;jazz;castles
Christopher Phillips,1935,German,46.18396,6.10237,m,castles;swim
Jamie Cruz,1938,French,46.18396,6.10237,f,castles
Chase Yang,1935,French,47.30997,8.52462,m,swim
Mr. Brian Smith,1946,French,46.18396,6.10237,m,dogs
Julie Mcpherson,1943,German,46.18396,6.10237,f,cats
Lance Smith,1929,French,46.18396,6.10237,m,gardening
Sarah Welch,1938,French,46.18396,6.10237,f,swim
Matthew Fisher,1936,German,46.18396,6.10237,m,cats;swim
Sherri Mckee,1942,German,47.30997,8.52462,f,children;jazz
Jordan Kim,1950,German,46.18396,6.10237,m,knitting
Dr. Tara Manning,1931,French,46.18396,6.10237,f,children
Matthew Carr,1932,German,47.30997,8.52462,m,castles;knitting
Elizabeth Jennings,1928,French,47.30997,8.52462,f,cats;castles
Michelle Clark,1935,French,47.30997,8.52462,f,gardening
Lisa Fletcher,1945,French,46.18396,6.10237,f,dogs;swim
Ruth Mccann,1945,German,47.30997,8.52462,f,knitting;swim
Nathan Perry,1941,French,46.18396,6.10237,m,knitting
Monique Strickland,1947,German,47.30997,8.52462,f,knitting;swim
William Williams,1952,German,46.18396,6.10237,m,knitting
Robert George,1932,German,47.30997,8.52462,m,gardening;swim
Christina Carlson,1930,German,47.30997,8.52462,f,cats;children
Thomas Jenkins,1928,French,46.18396,6.10237,m,knitting
David Rogers,1935,French,47.30997,8.52462,m,swim
Keith Todd,1940,French,47.30997,8.52462,m,children
Angela Cobb,1928,French,47.30997,8.52462,f,cats;dogs
Jeffrey Novak,1949,German,46.18396,6.10237,m,jazz;castles;knitting;swim
Kevin Williams,1940,French,46.18396,6.10237,m,castles
Megan Vaughn,1932,French,47.30997,8.52462,f,dogs;jazz
James Stevenson,1928,French,47.30997,8.52462,m,jazz
Steven Wright,1937,French,47.30997,8.52462,m,swim
Debra Stanley,1934,German,46.18396,6.10237,f,swim
Paul Vazquez,1938,French,46.18396,6.10237,m,children;castles;gardening
Frank Pena,1949,French,46.18396,6.10237,m,cats;swim
Julian Cole,1944,German,46.18396,6.10237,m,knitting
Jim Brown,1947,German,47.30997,8.52462,m,dogs;swim
Edward White,1941,German,46.18396,6.10237,m,dogs;knitting
Michelle Christensen,1936,French,46.18396,6.10237,f,castles
Kevin Miller,1929,German,46.18396,6.10237,m,dogs
Corey Lowery,1942,German,46.18396,6.10237,m,swim
Melissa Kerr,1930,German,46.18396,6.10237,f,children
Mrs. Makayla Williams,1948,French,47.30997,8.52462,f,jazz
Molly Villanueva,1952,French,46.18396,6.10237,f,jazz
Julian Diaz,1932,German,46.18396,6.10237,m,cats;gardening
Todd Payne,1930,French,47.30997,8.52462,m,gardening
Melanie Moore,1941,French,47.30997,8.52462,f,cats;children;knitting
Jeremy Thompson,1944,French,47.30997,8.52462,m,jazz;swim
Kimberly Graham,1939,French,47.30997,8.52462,f,gardening;swim
Stephen Flynn,1932,French,46.18396,6.10237,m,gardening;swim
Benjamin Kennedy,1931,French,46.18396,6.10237,m,cats;jazz
Stephen Wright,1949,German,47.30997,8.52462,m,castles;swim
Angela Moore,1936,German,47.30997,8.52462,f,dogs;castles
Mr. Nathan Kidd,1949,French,46.18396,6.10237,m,jazz
Victor Sloan,1939,French,46.18396,6.10237,m,swim
Amanda Johnson,1935,French,46.18396,6.10237,f,castles
Jennifer Sellers,1946,French,47.30997,8.52462,f,children;castles;gardening
Mary Fox,1945,French,47.30997,8.52462,f,castles;knitting
Dennis Macias,1940,German,46.18396,6.10237,m,knitting
Theresa Hoover,1935,German,47.30997,8.52462,f,jazz
Danielle Lane,1936,German,46.18396,6.10237,f,castles;swim
Gabriel Wall,1933,French,47.30997,8.52462,m,knitting
Christina Cook,1946,German,47.30997,8.52462,f,cats
Mary Patton,1940,French,46.18396,6.10237,f,cats;swim
Kristin Downs,1933,French,46.18396,6.10237,f,children;castles;gardening;swim
Amber Novak,1949,German,46.18396,6.10237,f,children
Christine Williams,1930,French,46.18396,6.10237,f,swim
Brittany Perez,1929,German,47.30997,8.52462,f,gardening
William Flowers,1938,French,47.30997,8.52462,m,children
Amanda Mcgee,1943,German,46.18396,6.10237,f,dogs;castles;gardening
Colin Miller,1943,German,47.30997,8.52462,m,gardening;knitting
Susan Klein,1938,German,46.18396,6.10237,f,cats;castles
Jennifer Patterson,1934,German,46.18396,6.10237,f,swim
Kevin Ramos,1946,French,47.30997,8.52462,m,knitting
Michael Moore,1931,French,46.18396,6.10237,m,castles
Jennifer Garcia,1932,French,46.18396,6.10237,f,gardening;knitting
Michael Moody,1937,German,46.18396,6.10237,m,dogs;swim
Dr. James Williams DDS,1941,French,46.18396,6.10237,m,dogs;children;jazz;gardening
John Watson,1947,French,46.18396,6.10237,m,children;jazz
Jill Crane,1933,French,46.18396,6.10237,f,cats;children;swim
Laura Moore,1942,German,46.18396,6.10237,f,jazz
Crystal Mitchell,1938,German,47.30997,8.52462,f,swim
Jessica King,1945,French,47.30997,8.52462,f,castles;knitting;swim
Jeremy Navarro,1930,French,47.30997,8.52462,m,dogs;knitting
Tammie Hunt,1949,German,47.30997,8.52462,f,jazz;knitting
Adrienne Thomas,1934,French,46.18396,6.10237,f,castles;gardening;swim
Laura Chan,1949,German,47.30997,8.52462,f,jazz;knitting
Jill Johnson,1929,German,47.30997,8.52462,f,cats;children;castles
Cody Mcdaniel,1934,German,47.30997,8.52462,m,swim
Joseph Stewart,1949,French,47.30997,8.52462,m,gardening
Kelly Jacobson,1935,French,47.30997,8.52462,f,castles
Brittany Mckinney,1943,French,47.30997,8.52462,f,cats;children
Yvette Coleman,1946,French,47.30997,8.52462,f,dogs;jazz
Christopher Johnson,1948,German,46.18396,6.10237,m,cats;knitting
Janice Fischer,1940,French,46.18396,6.10237,f,knitting
Rachael Walker,1946,German,47.30997,8.52462,f,gardening
Melissa Edwards,1942,German,46.18396,6.10237,f,jazz;castles
Deborah Lutz,1946,German,46.18396,6.10237,f,jazz
Veronica Wilkinson,1944,German,47.30997,8.52462,f,jazz
Gordon Blair,1947,French,46.18396,6.10237,m,children;knitting
Natalie George,1946,French,47.30997,8.52462,f,jazz
James Williams,1929,German,46.18396,6.10237,m,cats;dogs;knitting
Olivia Schultz,1937,French,47.30997,8.52462,f,knitting
Jennifer Sanchez,1935,German,47.30997,8.52462,f,jazz;knitting
Terry Moore,1950,German,47.30997,8.52462,m,children
Robert Lopez,1937,German,47.30997,8.52462,m,castles
Elizabeth Lopez,1950,German,47.30997,8.52462,f,swim
Renee Sanders,1949,French,46.18396,6.10237,f,swim
William Richardson,1944,German,46.18396,6.10237,m,swim
Eric Fischer,1942,German,46.18396,6.10237,m,jazz
Kimberly King,1946,French,47.30997,8.52462,f,knitting
Sergio Greene,1936,German,46.18396,6.10237,m,dogs;knitting
Amy Hernandez,1936,German,47.30997,8.52462,f,jazz
Brendan Anderson,1928,German,46.18396,6.10237,m,jazz
Elizabeth White,1939,German,46.18396,6.10237,f,castles;knitting
Katherine Maxwell,1936,French,47.30997,8.52462,f,gardening;knitting
Tami Harrell,1946,German,47.30997,8.52462,f,cats;gardening
Christopher Foster,1950,German,46.18396,6.10237,m,dogs
Lucas Patterson,1940,French,46.18396,6.10237,m,children;knitting
Madison Morgan,1949,French,46.18396,6.10237,f,children;jazz;knitting
Patricia Hughes,1934,French,47.30997,8.52462,f,swim
Timothy Williams,1933,French,46.18396,6.10237,m,dogs
Kimberly Harris,1941,French,47.30997,8.52462,f,children;castles
Andrew Johnson,1943,French,47.30997,8.52462,m,jazz;castles
Steven Horn,1937,French,46.18396,6.10237,m,knitting
Nicholas Fuentes,1937,German,47.30997,8.52462,m,knitting
Sonia Hawkins,1935,French,47.30997,8.52462,f,children
Jose Hickman,1945,German,46.18396,6.10237,m,gardening;swim
Anthony Clark,1940,French,47.30997,8.52462,m,swim
Amanda Taylor,1939,German,46.18396,6.10237,f,castles
Rachel Reynolds,1938,French,47.30997,8.52462,f,dogs;gardening
Shannon Gill,1941,German,47.30997,8.52462,f,knitting
Benjamin Fleming,1928,French,46.18396,6.10237,m,jazz
Dr. Barbara Savage DDS,1946,German,46.18396,6.10237,f,dogs;swim
David Collins,1937,German,46.18396,6.10237,m,children;jazz
Jessica Garcia,1933,French,47.30997,8.52462,f,children;castles;gardening
Kimberly Hart,1936,German,46.18396,6.10237,f,jazz;swim
Jesse Jones,1938,French,46.18396,6.10237,m,jazz
Darren Davis,1933,German,46.18396,6.10237,m,children;gardening
Mrs. Melissa Romero,1929,French,46.18396,6.10237,f,knitting
Daniel Johnson,1952,French,46.18396,6.10237,m,jazz;knitting
Krystal Moore,1942,French,46.18396,6.10237,f,children
Brenda Carroll,1935,German,46.18396,6.10237,f,children
Jason Gomez,1946,French,47.30997,8.52462,m,dogs;jazz;gardening
Brooke Holloway,1932,French,46.18396,6.10237,f,jazz;swim
Jose Wells,1929,French,47.30997,8.52462,m,knitting
Michael Adams,1937,German,46.18396,6.10237,m,gardening;swim
Thomas Hayes,1930,French,46.18396,6.10237,m,dogs
Jesse Davis,1943,German,46.18396,6.10237,m,cats;knitting
Tyler Cole,1931,French,47.30997,8.52462,m,dogs;jazz
Erica Todd,1945,French,47.30997,8.52462,f,jazz
Brittney Lee,1931,German,46.18396,6.10237,f,knitting
Seth Garcia,1948,German,47.30997,8.52462,m,cats;children;jazz
James Hampton,1940,French,47.30997,8.52462,m,cats;children;swim
Jesse Williams,1943,French,46.18396,6.10237,m,cats;swim
Shirley Campbell,1951,German,46.18396,6.10237,f,knitting
Sheryl Wright,1933,German,46.18396,6.10237,f,swim
Bridget Miller,1951,German,46.18396,6.10237,f,children;swim
Garrett Perkins,1929,French,47.30997,8.52462,m,swim
Susan Hester,1933,German,47.30997,8.52462,f,castles
Crystal Rodgers,1929,German,47.30997,8.52462,f,cats;jazz;castles;gardening
Michael Rocha,1949,French,46.18396,6.10237,m,swim
Stephanie Olsen,1942,French,47.30997,8.52462,f,children
Mrs. Holly Smith DVM,1950,French,47.30997,8.52462,f,swim
Crystal Vargas,1940,French,47.30997,8.52462,f,children
Rhonda Baker,1937,French,47.30997,8.52462,f,children
Antonio Murphy,1942,German,47.30997,8.52462,m,dogs;knitting
Lisa Brown,1936,French,47.30997,8.52462,f,castles
Lisa Castillo,1950,French,47.30997,8.52462,f,gardening
Philip Moran,1932,German,46.18396,6.10237,m,swim
Wesley Fuentes,1929,French,47.30997,8.52462,m,dogs
Amanda Rodriguez,1945,German,46.18396,6.10237,f,jazz;knitting
Tammy Smith,1945,German,46.18396,6.10237,f,children
Justin Fletcher,1945,German,47.30997,8.52462,m,children
Eric Chan,1941,French,47.30997,8.52462,m,jazz
Lisa Jordan,1941,German,46.18396,6.10237,f,gardening
Maria Fisher,1943,French,47.30997,8.52462,f,gardening
Jessica Lang,1939,French,47.30997,8.52462,f,swim
Kenneth Hendricks,1942,French,46.18396,6.10237,m,children;gardening
Lisa Vaughan,1931,French,46.18396,6.10237,f,gardening
Troy Duke,1940,French,46.18396,6.10237,m,castles;swim
Samantha Richards,1947,French,46.18396,6.10237,f,children;gardening
Evan Martinez,1949,French,46.18396,6.10237,m,cats;gardening
Anthony Thompson,1939,French,46.18396,6.10237,m,knitting
Bianca Warner,1938,French,46.18396,6.10237,f,dogs;children
Elizabeth Green,1952,German,47.30997,8.52462,f,jazz;gardening;swim
Rachel Leach,1939,French,46.18396,6.10237,f,jazz
Donald Mcguire,1945,German,46.18396,6.10237,m,gardening
Shawn Sellers,1933,French,46.18396,6.10237,m,jazz
Jeffrey Johnson,1948,French,46.18396,6.10237,m,cats;knitting
Nicholas Benson,1935,French,47.30997,8.52462,m,children
Shane Miles,1931,German,46.18396,6.10237,m,knitting
Rebecca Miller,1930,German,46.18396,6.10237,f,gardening
Brenda Morris,1944,French,47.30997,8.52462,f,children;gardening
Corey Jones,1933,French,46.18396,6.10237,m,knitting;swim
Kathryn Pope,1950,German,46.18396,6.10237,f,jazz;castles;knitting
Nancy Hebert,1951,German,46.18396,6.10237,f,knitting
Vickie Stephens,1944,German,47.30997,8.52462,f,cats;swim
Austin Jones,1948,German,46.18396,6.10237,m,dogs;castles
Jake Jackson,1941,French,46.18396,6.10237,m,castles;gardening;knitting;swim
Diana Cabrera,1940,German,46.18396,6.10237,f,cats;children;knitting
Abigail Smith,1938,French,47.30997,8.52462,f,castles;gardening
Jessica Jones,1930,French,47.30997,8.52462,f,jazz
Michael Reynolds,1941,French,46.18396,6.10237,m,dogs;children;knitting
Mrs. Angela Hubbard,1948,French,46.18396,6.10237,f,children;gardening
Justin King,1944,German,46.18396,6.10237,m,cats;knitting
Gregory Moore,1940,French,46.18396,6.10237,m,castles;gardening
Jesse Moon MD,1948,French,46.18396,6.10237,m,castles
James Bell,1952,French,46.18396,6.10237,m,knitting
Erik Bass,1936,German,47.30997,8.52462,m,knitting
Kayla Morton,1941,French,47.30997,8.52462,f,knitting
Courtney Maldonado,1943,French,46.18396,6.10237,f,castles
Katrina Stewart,1943,German,47.30997,8.52462,f,cats;knitting
Melissa Fowler,1949,German,47.30997,8.52462,f,cats;jazz;swim
Tonya Thompson,1933,German,47.30997,8.52462,f,jazz
Kimberly Hall,1930,German,46.18396,6.10237,f,dogs
Chris Taylor,1941,French,47.30997,8.52462,m,castles
Kevin Edwards,1930,German,47.30997,8.52462,m,castles
Dr. Kimberly Coleman,1950,French,47.30997,8.52462,f,children;gardening
Kenneth Torres,1952,German,46.18396,6.10237,m,swim
Emily Smith,1946,German,46.18396,6.10237,f,children
Monica Barnes,1931,French,47.30997,8.52462,f,gardening
Bryan Bradford,1932,German,46.18396,6.10237,m,children;swim
Ronald Hatfield Jr.,1942,French,46.18396,6.10237,m,cats;swim
Jessica Turner,1949,French,47.30997,8.52462,f,swim
Tracey Morris,1938,German,47.30997,8.52462,f,castles
Sylvia Wallace,1950,French,46.18396,6.10237,f,jazz;gardening;knitting
Mark Phillips,1944,French,46.18396,6.10237,m,knitting
Michael Garza,1933,French,47.30997,8.52462,m,castles
Carmen Cruz,1933,French,47.30997,8.52462,f,children;knitting
William Chang,1952,German,46.18396,6.10237,m,castles;knitting
Mr. Anthony Rowe,1937,French,46.18396,6.10237,m,gardening
Stephanie Hall,1931,French,47.30997,8.52462,f,jazz
Grace Miller,1942,German,47.30997,8.52462,f,children;jazz
Richard Pena,1942,French,47.30997,8.52462,m,swim
Alexis Barrett,1952,French,47.30997,8.52462,f,children;jazz;knitting
Peter Wright,1944,French,46.18396,6.10237,m,children
Kari Tyler,1934,French,47.30997,8.52462,f,dogs
Shelley Anderson,1940,French,47.30997,8.52462,f,gardening
Dean Webster,1952,French,47.30997,8.52462,m,gardening
Laura Evans,1942,German,46.18396,6.10237,f,children
Charles Carter,1950,German,47.30997,8.52462,m,children
Linda Arias,1939,German,47.30997,8.52462,f,castles;swim
Bradley Reed,1934,French,47.30997,8.52462,m,jazz
Elizabeth White,1943,French,47.30997,8.52462,f,gardening
Jonathan Hodges,1936,German,46.18396,6.10237,m,jazz;castles
Jade Smith,1938,German,46.18396,6.10237,f,castles
Larry Ellis,1945,German,46.18396,6.10237,m,gardening;swim
Crystal Kirby,1940,French,46.18396,6.10237,f,gardening
Virginia Brewer,1943,German,46.18396,6.10237,f,swim
David Schneider,1945,French,47.30997,8.52462,m,castles
Katie Collier,1949,German,47.30997,8.52462,f,knitting
Beverly Thompson,1932,German,46.18396,6.10237,f,dogs;jazz;castles
Jessica Miller,1940,German,46.18396,6.10237,f,dogs;castles;knitting
Carlos Walker,1929,French,46.18396,6.10237,m,knitting
Paul Graham,1937,French,47.30997,8.52462,m,swim
Danielle Reyes,1930,French,47.30997,8.52462,f,swim
Dr. Timothy Miller,1949,German,47.30997,8.52462,m,children;gardening
Carolyn Alvarez,1936,French,46.18396,6.10237,f,knitting
Elizabeth Wise,1945,German,46.18396,6.10237,f,jazz
Laura White,1948,French,46.18396,6.10237,f,jazz
Teresa Mays,1928,German,46.18396,6.10237,f,cats;swim
Diana Clark,1946,French,47.30997,8.52462,f,dogs
Sean Mccarthy,1939,French,47.30997,8.52462,m,jazz;gardening
Paul West,1941,French,47.30997,8.52462,m,jazz
Elizabeth Huffman,1936,German,47.30997,8.52462,f,gardening
Mary Brown,1936,French,46.18396,6.10237,f,knitting
Hayley Taylor,1936,French,46.18396,6.10237,f,jazz;knitting
Ronald Evans,1945,German,46.18396,6.10237,m,swim
Sandra Jones,1929,German,47.30997,8.52462,f,knitting
Denise Boyer,1940,French,46.18396,6.10237,f,gardening
Charles Davies,1940,French,47.30997,8.52462,m,knitting;swim
Erik Tate,1930,German,46.18396,6.10237,m,dogs
Jessica Palmer,1943,French,46.18396,6.10237,f,castles
Brian Lee,1932,German,46.18396,6.10237,m,knitting
Sandra Smith,1952,French,47.30997,8.52462,f,cats
Mr. Jack Harris MD,1934,German,46.18396,6.10237,m,gardening
Andrew Gutierrez,1931,French,46.18396,6.10237,m,swim
Roberto Davis,1928,French,47.30997,8.52462,m,gardening;swim
Keith Logan,1938,German,47.30997,8.52462,m,cats
Miss Michelle Parks DVM,1928,French,47.30997,8.52462,f,dogs;jazz
Philip Tran,1939,French,47.30997,8.52462,m,castles
Diana Owen,1944,German,47.30997,8.52462,f,gardening;swim
Ashley Herrera,1946,French,46.18396,6.10237,f,gardening
Amber Thomas,1952,French,47.30997,8.52462,f,jazz
Aaron Gonzales,1937,German,47.30997,8.52462,m,jazz
Shane Clark,1945,French,47.30997,8.52462,m,swim
Lisa Mendoza,1929,German,46.18396,6.10237,f,cats;gardening
Belinda Harrington,1946,French,46.18396,6.10237,f,cats;gardening;knitting
Megan King,1930,French,46.18396,6.10237,f,gardening
Kristina Edwards,1941,French,47.30997,8.52462,f,knitting
Brittany Barnett,1951,French,46.18396,6.10237,f,swim
Jesse Schwartz,1929,German,46.18396,6.10237,m,children;castles;gardening
James Boyle,1945,German,47.30997,8.52462,m,children
Richard Friedman,1949,French,46.18396,6.10237,m,jazz
John Benjamin,1935,German,46.18396,6.10237,m,castles
Claudia Shelton,1950,French,46.18396,6.10237,f,knitting
Victor Hanson,1946,German,46.18396,6.10237,m,gardening
Edward Davis,1942,German,47.30997,8.52462,m,jazz
Douglas Bailey,1952,French,47.30997,8.52462,m,swim
Ashley Diaz,1928,French,46.18396,6.10237,f,jazz
Jon Livingston,1938,French,47.30997,8.52462,m,jazz;knitting
Bailey Clark,1932,French,47.30997,8.52462,f,dogs;swim
Jeremiah Mendez,1937,German,47.30997,8.52462,m,knitting
Rebecca Smith,1928,German,46.18396,6.10237,f,knitting
Nicholas Leonard,1938,French,47.30997,8.52462,m,gardening
Brian Guerra,1940,German,46.18396,6.10237,m,dogs;knitting
Mr. Christopher Williamson,1935,German,46.18396,6.10237,m,knitting
Christina Lutz,1929,German,47.30997,8.52462,f,dogs
Karen Hurst,1948,French,46.18396,6.10237,f,swim
Travis Jones,1935,French,46.18396,6.10237,m,knitting
Wesley Moody,1933,French,47.30997,8.52462,m,jazz
Amy Herrera,1933,German,46.18396,6.10237,f,castles
Megan Nguyen,1931,German,47.30997,8.52462,f,dogs;jazz;castles
Shannon Mcintyre,1943,French,46.18396,6.10237,f,cats;dogs;castles;gardening
Brittany Smith,1941,German,46.18396,6.10237,f,children
Meghan Ross,1929,French,47.30997,8.52462,f,dogs;castles
Sean Dawson,1942,German,46.18396,6.10237,m,children;swim
Alexis Rubio,1946,French,47.30997,8.52462,f,dogs;jazz;castles
Jacob Palmer,1928,French,47.30997,8.52462,m,cats;children;gardening
Rebecca Cox,1934,French,46.18396,6.10237,f,swim
Timothy Duncan,1940,German,46.18396,6.10237,m,castles;swim
David Fowler,1945,German,46.18396,6.10237,m,children;knitting
Judith Doyle,1942,French,46.18396,6.10237,f,gardening
Bonnie Garza,1946,German,47.30997,8.52462,f,dogs;knitting;swim
David Acosta,1932,German,47.30997,8.52462,m,knitting
Carlos Fernandez,1935,French,46.18396,6.10237,m,castles
Nathaniel Wolf,1948,French,46.18396,6.10237,m,knitting
Douglas Arnold,1951,German,47.30997,8.52462,m,gardening
Rodney Jordan,1932,French,46.18396,6.10237,m,cats
Timothy Smith,1949,French,47.30997,8.52462,m,children;jazz
David Stewart,1930,French,46.18396,6.10237,m,castles;swim
Lance Duarte,1928,German,47.30997,8.52462,m,gardening
Rebecca Wilson,1944,French,47.30997,8.52462,f,children
Chad Tucker,1950,French,46.18396,6.10237,m,castles;gardening
Antonio Bush,1929,German,46.18396,6.10237,m,children
Robert Shepard,1948,French,47.30997,8.52462,m,castles
Christine Franklin,1947,French,46.18396,6.10237,f,knitting
Ronnie Ferguson,1947,French,47.30997,8.52462,m,jazz;knitting
Laura Johnson,1949,French,47.30997,8.52462,f,castles
